时间,类型,城市,城市ID,空气质量,空气质量核减,空气质量变化
2017年1月25日,1,25,25,81,,
2017年1月25日,1,26,26,265,,
2017年1月25日,1,27,27,377,,
2017年1月25日,1,28,28,108,,
2017年1月25日,1,29,29,107,,
2017年1月25日,1,30,30,158,,
2017年1月25日,1,31,31,77,,
2017年1月25日,1,32,32,50,,
2017年1月25日,1,33,33,65,,
2017年1月25日,1,34,34,119,,
2017年1月25日,1,35,35,91,,
2017年1月25日,1,36,36,44,,
2017年1月25日,1,37,37,28,,
2017年1月25日,1,38,38,108,,
2017年1月25日,1,39,39,243,,
2017年1月25日,1,40,40,206,,
2017年1月25日,1,41,41,108,,
2017年1月25日,1,42,42,53,,
2017年1月25日,1,43,43,26,,
2017年1月25日,1,44,44,42,,
2017年1月25日,1,45,45,53,,
2017年1月25日,1,46,46,416,,
2017年1月25日,1,47,47,182,,
2017年1月25日,1,48,48,81,,
2017年1月25日,1,49,49,197,,
2017年1月25日,1,50,50,210,,
2017年1月26日,1,1,1,204,,
2017年1月26日,1,2,2,274,,
2017年1月26日,1,3,3,341,,
2017年1月26日,1,4,4,229,,
2017年1月26日,1,5,5,231,,
2017年1月26日,1,6,6,158,,
2017年1月26日,1,7,7,97,,
2017年1月26日,1,8,8,125,,
2017年1月26日,1,9,9,112,,
2017年1月26日,1,10,10,103,,
2017年1月26日,1,11,11,80,,
2017年1月26日,1,12,12,88,,
2017年1月26日,1,13,13,74,,
2017年1月26日,1,14,14,94,,
2017年1月26日,1,15,15,151,,
2017年1月26日,1,16,16,98,,
2017年1月26日,1,17,17,74,,
2017年1月26日,1,18,18,55,,
2017年1月26日,1,19,19,123,,
2017年1月26日,1,20,20,40,,
2017年1月26日,1,21,21,39,,
2017年1月26日,1,22,22,39,,
2017年1月26日,1,23,23,90,,
2017年1月26日,1,24,24,147,,
2017年1月26日,1,25,25,115,,
2017年1月26日,1,26,26,228,,
2017年1月26日,1,27,27,362,,
2017年1月26日,1,28,28,88,,
2017年1月26日,1,29,29,103,,
2017年1月26日,1,30,30,93,,
2017年1月26日,1,31,31,75,,
2017年1月26日,1,32,32,56,,
2017年1月26日,1,33,33,71,,
2017年1月26日,1,34,34,103,,
2017年1月26日,1,35,35,106,,
2017年1月26日,1,36,36,48,,
2017年1月26日,1,37,37,36,,
2017年1月26日,1,38,38,97,,
2017年1月26日,1,39,39,274,,
2017年1月26日,1,40,40,196,,
2017年1月26日,1,41,41,107,,
2017年1月26日,1,42,42,47,,
2017年1月26日,1,43,43,28,,
2017年1月26日,1,44,44,45,,
2017年1月26日,1,45,45,62,,
2017年1月26日,1,46,46,403,,
2017年1月26日,1,47,47,377,,
2017年1月26日,1,48,48,463,,
2017年1月26日,1,49,49,331,,
2017年1月26日,1,50,50,191,,
2017年1月27日,1,1,1,84,,
2017年1月27日,1,2,2,76,,
2017年1月27日,1,3,3,196,,
2017年1月27日,1,4,4,48,,
2017年1月27日,1,5,5,85,,
2017年1月27日,1,6,6,66,,
2017年1月27日,1,7,7,80,,
2017年1月27日,1,8,8,67,,
2017年1月27日,1,9,9,30,,
2017年1月27日,1,10,10,53,,
2017年1月27日,1,11,11,45,,
2017年1月27日,1,12,12,44,,
2017年1月27日,1,13,13,76,,
2017年1月27日,1,14,14,105,,
2017年1月27日,1,15,15,138,,
2017年1月27日,1,16,16,100,,
2017年1月27日,1,17,17,130,,
2017年1月27日,1,18,18,72,,
2017年1月27日,1,19,19,171,,
2017年1月27日,1,20,20,40,,
2017年1月27日,1,21,21,46,,
2017年1月27日,1,22,22,58,,
2017年1月27日,1,23,23,95,,
2017年1月27日,1,24,24,84,,
2017年1月27日,1,25,25,78,,
2017年1月27日,1,26,26,218,,
2017年1月27日,1,27,27,193,,
2017年1月27日,1,28,28,171,,
2017年1月27日,1,29,29,130,,
2017年1月27日,1,30,30,136,,
2017年1月27日,1,31,31,68,,
2017年1月27日,1,32,32,45,,
2017年1月27日,1,33,33,57,,
2017年1月27日,1,34,34,93,,
2017年1月27日,1,35,35,134,,
2017年1月27日,1,36,36,48,,
2017年1月27日,1,37,37,42,,
2017年1月27日,1,38,38,161,,
2017年1月27日,1,39,39,250,,
2017年1月27日,1,40,40,204,,
2017年1月27日,1,41,41,78,,
2017年1月27日,1,42,42,43,,
2017年1月27日,1,43,43,30,,
2017年1月27日,1,44,44,44,,
2017年1月27日,1,45,45,63,,
2017年1月27日,1,46,46,154,,
2017年1月27日,1,47,47,151,,
2017年1月27日,1,48,48,491,,
2017年1月27日,1,49,49,137,,
2017年1月27日,1,50,50,213,,
2017年1月28日,1,1,1,367,,
2017年1月28日,1,2,2,229,,
2017年1月28日,1,3,3,325,,
2017年1月28日,1,4,4,82,,
2017年1月28日,1,5,5,246,,
2017年1月28日,1,6,6,305,,
2017年1月28日,1,7,7,276,,
2017年1月28日,1,8,8,87,,
2017年1月28日,1,9,9,84,,
2017年1月28日,1,10,10,100,,
2017年1月28日,1,11,11,113,,
2017年1月28日,1,12,12,265,,
2017年1月28日,1,13,13,62,,
2017年1月28日,1,14,14,73,,
2017年1月28日,1,15,15,84,,
2017年1月28日,1,16,16,68,,
2017年1月28日,1,17,17,81,,
2017年1月28日,1,18,18,64,,
2017年1月28日,1,19,19,162,,
2017年1月28日,1,20,20,78,,
2017年1月28日,1,21,21,65,,
2017年1月28日,1,22,22,112,,
2017年1月28日,1,23,23,227,,
2017年1月28日,1,24,24,124,,
2017年1月28日,1,25,25,37,,
2017年1月28日,1,26,26,135,,
2017年1月28日,1,27,27,260,,
2017年1月28日,1,28,28,194,,
2017年1月28日,1,29,29,183,,
2017年1月28日,1,30,30,291,,
2017年1月28日,1,31,31,115,,
2017年1月28日,1,32,32,62,,
2017年1月28日,1,33,33,86,,
2017年1月28日,1,34,34,175,,
2017年1月28日,1,35,35,254,,
2017年1月28日,1,36,36,91,,
2017年1月28日,1,37,37,44,,
2017年1月28日,1,38,38,125,,
2017年1月28日,1,39,39,240,,
2017年1月28日,1,40,40,204,,
2017年1月28日,1,41,41,75,,
2017年1月28日,1,42,42,48,,
2017年1月28日,1,43,43,30,,
2017年1月28日,1,44,44,69,,
2017年1月28日,1,45,45,45,,
2017年1月28日,1,46,46,207,,
2017年1月28日,1,47,47,155,,
2017年1月28日,1,48,48,277,,
2017年1月28日,1,49,49,189,,
2017年1月28日,1,50,50,368,,
2017年1月29日,1,1,1,78,,
2017年1月29日,1,2,2,118,,
2017年1月29日,1,3,3,255,,
2017年1月29日,1,4,4,58,,
2017年1月29日,1,5,5,104,,
2017年1月29日,1,6,6,44,,
2017年1月29日,1,7,7,44,,
2017年1月29日,1,8,8,69,,
2017年1月29日,1,9,9,56,,
2017年1月29日,1,10,10,91,,
2017年1月29日,1,11,11,137,,
2017年1月29日,1,12,12,103,,
2017年1月29日,1,13,13,79,,
2017年1月29日,1,14,14,78,,
2017年1月29日,1,15,15,116,,
2017年1月29日,1,16,16,83,,
2017年1月29日,1,17,17,100,,
2017年1月29日,1,18,18,60,,
2017年1月29日,1,19,19,125,,
2017年1月29日,1,20,20,53,,
2017年1月29日,1,21,21,64,,
2017年1月29日,1,22,22,68,,
2017年1月29日,1,23,23,141,,
2017年1月29日,1,24,24,145,,
2017年1月29日,1,25,25,39,,
2017年1月29日,1,26,26,207,,
2017年1月29日,1,27,27,296,,
2017年1月29日,1,28,28,156,,
2017年1月29日,1,29,29,140,,
2017年1月29日,1,30,30,252,,
2017年1月29日,1,31,31,53,,
2017年1月29日,1,32,32,49,,
2017年1月29日,1,33,33,80,,
2017年1月29日,1,34,34,61,,
2017年1月29日,1,35,35,94,,
2017年1月29日,1,36,36,41,,
2017年1月29日,1,37,37,40,,
2017年1月29日,1,38,38,53,,
2017年1月29日,1,39,39,106,,
2017年1月29日,1,40,40,136,,
2017年1月29日,1,41,41,62,,
2017年1月29日,1,42,42,40,,
2017年1月29日,1,43,43,26,,
2017年1月29日,1,44,44,72,,
2017年1月29日,1,45,45,55,,
2017年1月29日,1,46,46,125,,
2017年1月29日,1,47,47,102,,
2017年1月29日,1,48,48,121,,
2017年1月29日,1,49,49,95,,
2017年1月29日,1,50,50,258,,
2017年1月30日,1,1,1,41,,
2017年1月30日,1,2,2,30,,
2017年1月30日,1,3,3,59,,
2017年1月30日,1,4,4,33,,
2017年1月30日,1,5,5,64,,
2017年1月30日,1,6,6,45,,
2017年1月30日,1,7,7,42,,
2017年1月30日,1,8,8,51,,
2017年1月30日,1,9,9,28,,
2017年1月30日,1,10,10,71,,
2017年1月30日,1,11,11,79,,
2017年1月30日,1,12,12,72,,
2017年1月30日,1,13,13,39,,
2017年1月30日,1,14,14,52,,
2017年1月30日,1,15,15,71,,
2017年1月30日,1,16,16,49,,
2017年1月30日,1,17,17,51,,
2017年1月30日,1,18,18,43,,
2017年1月30日,1,19,19,74,,
2017年1月30日,1,20,20,57,,
2017年1月30日,1,21,21,42,,
2017年1月30日,1,22,22,37,,
2017年1月30日,1,23,23,89,,
2017年1月30日,1,24,24,63,,
2017年1月30日,1,25,25,36,,
2017年1月30日,1,26,26,64,,
2017年1月30日,1,27,27,78,,
2017年1月30日,1,28,28,146,,
2017年1月30日,1,29,29,135,,
2017年1月30日,1,30,30,165,,
2017年1月30日,1,31,31,43,,
2017年1月30日,1,32,32,38,,
2017年1月30日,1,33,33,61,,
2017年1月30日,1,34,34,89,,
2017年1月30日,1,35,35,125,,
2017年1月30日,1,36,36,27,,
2017年1月30日,1,37,37,33,,
2017年1月30日,1,38,38,52,,
2017年1月30日,1,39,39,104,,
2017年1月30日,1,40,40,107,,
2017年1月30日,1,41,41,70,,
2017年1月30日,1,42,42,45,,
2017年1月30日,1,43,43,26,,
2017年1月30日,1,44,44,42,,
2017年1月30日,1,45,45,52,,
2017年1月30日,1,46,46,95,,
2017年1月30日,1,47,47,92,,
2017年1月30日,1,48,48,128,,
2017年1月30日,1,49,49,56,,
2017年1月30日,1,50,50,304,,
